Genus,Species,Sample code,Location,Population,Species,Population,Plant,Leaf,Sample,Phytolith,ArBBox,Area,ArEqD,AspRatio,Breadth,CArea,CHull,Circularity,Compactness,Concavity,Convexity,Curve_Length,Curve_Width,EqEllAr,Feret,MaxR,MBCRadius,MinR,ModRatio,PerEqD,Perimeter,Rectangularity,RFactor,Roundness,Shape,Solidity,Sphericity
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,43,1768,968,35.107,1.096,40.17,1143,124.784,0.594,0.798,175,0.872,16.1,9.2,1388.584,44.011,22.632,22.006,10.824,0.492,308.124,143.054,0.548,0.902,0.636,21.141,0.847,0.478
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,44,3135,1838,48.376,1.312,48.88,2194,176.355,0.547,0.754,356,0.858,25.8,11.3,2462.223,64.133,32.291,32.103,9.43,0.294,585.054,205.48,0.586,0.875,0.569,22.972,0.838,0.292
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,45,2698,1578.5,44.831,1.377,44.26,1866.5,161.75,0.552,0.735,288,0.853,24.6,10,2119.004,60.959,32.325,30.48,9.503,0.312,502.452,189.581,0.585,0.845,0.541,22.769,0.846,0.294
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,46,3050,1629.5,45.549,1.292,48.59,1985.5,166.808,0.52,0.726,356,0.841,24,9.8,2395.464,62.769,32.407,31.385,9.868,0.314,518.686,198.409,0.534,0.846,0.527,24.158,0.821,0.305
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,47,3188,1565.5,44.646,1.255,50.4,2012.5,170.802,0.433,0.706,447,0.801,28.2,10,2503.849,63.253,32.679,31.632,8.054,0.255,498.314,213.238,0.491,0.86,0.498,29.045,0.778,0.246
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,48,2355,1286,40.465,1.295,42.64,1541,146.841,0.561,0.733,255,0.865,21.7,9.4,1849.613,55.227,28.952,27.613,10.617,0.384,409.347,169.681,0.546,0.846,0.537,22.389,0.835,0.367
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,49,2511,1400,42.22,1.214,45.48,1655.5,150.772,0.562,0.765,255.5,0.853,22.6,9.7,1972.135,55.218,27.865,27.609,9.281,0.336,445.634,176.853,0.558,0.869,0.585,22.341,0.846,0.333
Panicum,miliace,3_1,Bcn-2,PI 170593,1,3,5,9,17,50,3177,1762,47.365,1.084,54.13,2035,167.335,0.573,0.807,273,0.851,24.2,11.2,2495.21,58.694,29.367,29.347,10.735,0.366,560.862,196.652,0.555,0.907,0.651,21.948,0.866,0.366
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,1,4113,1972.5,50.115,1.3,56.26,2522.5,191.992,0.47,0.685,550,0.836,29.6,11.1,3230.343,73.11,37.422,36.555,9.32,0.255,627.866,229.723,0.48,0.836,0.47,26.754,0.782,0.249
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,2,2546,1416.5,42.468,1.322,43.89,1771.5,160.391,0.435,0.732,355,0.793,25.2,9.5,1999.624,58.009,29.578,29.2,6.608,0.228,450.886,202.267,0.556,0.88,0.536,28.882,0.8,0.223
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,3,2466,1764.5,47.399,1.898,36.05,2161.5,180.794,0.501,0.693,397,0.859,26.2,10.4,1936.792,68.411,35.774,34.385,6.659,0.195,561.658,210.409,0.716,0.841,0.48,25.09,0.816,0.186
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,4,2690,1428,42.64,1.367,44.36,1697.5,157.607,0.547,0.703,269.5,0.87,23.3,9.8,2112.721,60.638,30.345,30.319,9.138,0.301,454.547,181.196,0.531,0.827,0.494,22.992,0.841,0.301
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,5,2121,1264,40.117,1.624,36.14,1449.5,148.476,0.568,0.683,185.5,0.888,22.5,7.8,1665.829,58.694,30.364,29.351,8.646,0.295,402.344,167.196,0.596,0.805,0.467,22.116,0.872,0.285
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,6,4456,2259.5,53.637,1.354,57.37,2920.5,208.962,0.446,0.691,661,0.829,32.4,12.5,3499.734,77.666,39.731,38.833,7.846,0.202,719.221,252.208,0.507,0.856,0.477,28.152,0.774,0.197
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,7,3432,1812,48.032,1.357,50.29,2257.5,180.505,0.456,0.704,445.5,0.808,28.7,10.2,2695.487,68.25,34.686,34.125,8.206,0.24,576.778,223.48,0.528,0.842,0.495,27.563,0.803,0.237
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,8,2319,1404.5,42.288,1.363,41.25,1672,152.552,0.465,0.752,267.5,0.783,23.8,9,1821.338,56.223,28.271,28.111,8.108,0.288,447.066,194.752,0.606,0.864,0.566,27.005,0.84,0.287
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,9,1950,1417.5,42.483,1.962,31.53,1681.5,159.839,0.566,0.687,264,0.901,21.8,9.4,1531.526,61.847,31.48,30.923,6.925,0.224,451.204,177.439,0.727,0.823,0.472,22.211,0.843,0.22
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,10,3030,1665.5,46.05,1.978,39.14,2179.5,190.831,0.443,0.595,514,0.878,28.5,9.7,2379.756,77.414,39.476,38.707,5.47,0.141,530.145,217.238,0.55,0.785,0.354,28.335,0.764,0.139
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,11,2995,1877,48.886,1.71,41.85,2309,189.888,0.512,0.683,432,0.885,26.2,10.6,2352.268,71.568,35.874,35.799,4.811,0.134,597.468,214.652,0.627,0.845,0.467,24.547,0.813,0.134
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,12,2661,1508.5,43.826,1.57,41.17,1797,167.126,0.446,0.678,288.5,0.811,26.5,9.8,2089.945,64.637,32.558,32.319,6.219,0.192,480.17,206.066,0.567,0.823,0.46,28.149,0.839,0.191
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,13,3113,1726,46.879,1.813,41.43,2213.5,190.77,0.45,0.624,487.5,0.869,28.7,10,2444.945,75.133,38.965,37.567,5.023,0.134,549.403,219.48,0.554,0.808,0.389,27.909,0.78,0.129
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,14,2316,1166.5,38.539,1.43,40.24,1476.5,148.962,0.497,0.67,310,0.867,23.9,8.2,1818.982,57.559,29.366,28.779,5.857,0.204,371.308,171.782,0.504,0.824,0.448,25.297,0.79,0.199
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,15,1633,1163.5,38.489,2.198,27.26,1405,152.183,0.505,0.642,241.5,0.895,21.6,8.1,1282.555,59.908,30.7,29.97,5.267,0.176,370.354,170.125,0.712,0.809,0.413,24.875,0.828,0.172
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,16,2488,1459.5,43.108,1.127,46.99,1668.5,149.552,0.574,0.814,209,0.837,20.6,10.9,1954.071,52.953,26.582,26.476,10.944,0.413,464.573,178.752,0.587,0.899,0.663,21.893,0.875,0.412
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,17,2284,1502.5,43.738,2.177,32.39,1826.5,172.771,0.504,0.62,324,0.893,24.7,9,1793.849,70.52,35.353,35.26,4.758,0.135,478.261,193.581,0.658,0.78,0.385,24.941,0.823,0.135
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,18,2532,1706,46.606,2.531,31.63,2290,197.327,0.416,0.582,584,0.869,27.8,9.7,1988.628,80.05,41.433,40.025,3.232,0.081,543.037,226.995,0.674,0.785,0.339,30.203,0.745,0.078
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,19,2431,1342.5,41.344,1.545,39.66,1587.5,154.901,0.492,0.675,245,0.837,24.6,8.6,1909.303,61.294,31.07,30.647,7.628,0.249,427.331,185.095,0.552,0.804,0.455,25.52,0.846,0.245
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,20,2193,1232,39.606,1.713,35.78,1448.5,149.557,0.509,0.646,216.5,0.858,24.3,7.7,1722.378,61.294,31.249,30.647,8.03,0.262,392.158,174.368,0.562,0.777,0.418,24.679,0.851,0.257
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,21,2830,1544.5,44.345,1.557,42.64,1936.5,173.505,0.485,0.668,392,0.867,27.4,9.6,2222.677,66.37,34.762,33.209,5.57,0.168,491.63,200.066,0.546,0.832,0.446,25.915,0.798,0.16
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,22,2741,1496,43.644,2.007,36.96,2006,181.485,0.382,0.588,510,0.818,29.3,10,2152.776,74.169,41.271,37.084,5.879,0.159,476.192,221.823,0.546,0.779,0.346,32.891,0.746,0.142
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,23,2904,1519,43.978,1.615,42.41,2004,176.042,0.437,0.642,485,0.842,28.3,9.2,2280.796,68.476,35.093,34.238,3.865,0.113,483.513,208.995,0.523,0.818,0.412,28.755,0.758,0.11
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,24,3276,1645,45.765,1.168,52.97,2066.5,172.907,0.502,0.74,421.5,0.852,25.8,11,2572.964,61.847,31.236,30.939,9.491,0.307,523.62,202.995,0.502,0.89,0.548,25.05,0.796,0.304
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,25,3370,1839.5,48.395,1.478,47.75,2248,182.088,0.511,0.686,408.5,0.856,28,10.1,2646.792,70.576,35.631,35.288,8.982,0.255,585.531,212.752,0.546,0.821,0.47,24.606,0.818,0.252
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,26,3691,2182,52.709,1.411,51.14,2665.5,197.74,0.514,0.73,483.5,0.856,28.7,11,2898.905,72.173,36.877,36.091,6.647,0.184,694.552,230.995,0.591,0.872,0.533,24.454,0.819,0.18
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,27,2805,2031.5,50.858,1.827,39.18,2496,191.721,0.512,0.71,464.5,0.859,25.8,11.1,2203.042,71.589,37.311,35.948,6.838,0.191,646.647,223.238,0.724,0.852,0.505,24.531,0.814,0.183
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,28,3820,1849,48.52,1.404,52.15,2355,185.369,0.419,0.662,506,0.787,27.4,11.5,3000.221,73.246,36.994,36.623,11.629,0.318,588.555,235.48,0.484,0.806,0.439,29.99,0.785,0.314
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,29,3837,2098,51.684,1.345,53.41,2563,192.976,0.53,0.719,465,0.865,29.5,11,3013.573,71.847,36.482,35.924,9.274,0.258,667.814,223.137,0.547,0.855,0.517,23.732,0.819,0.254
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,30,3408,1804.5,47.933,1.661,45.3,2238.5,187.493,0.487,0.637,434,0.869,29.8,9.6,2676.637,75.24,37.741,37.62,5.566,0.148,574.39,215.723,0.529,0.793,0.406,25.789,0.806,0.147
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,31,3064,1810.5,48.013,1.446,46.02,2240,180.721,0.502,0.721,429.5,0.849,26.2,10.4,2406.46,66.573,33.634,33.287,7.102,0.213,576.3,212.894,0.591,0.864,0.52,25.034,0.808,0.211
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,32,3245,1755.5,47.278,1.207,51.85,2138.5,172.557,0.516,0.755,383,0.835,25.4,11.5,2548.617,62.586,32.883,31.293,10.937,0.349,558.793,206.752,0.541,0.878,0.571,24.35,0.821,0.333
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,33,2542,1617.5,45.381,1.299,44.24,1831.5,158.389,0.64,0.79,214,0.888,23,10.4,1996.482,57.454,29.348,28.799,10.731,0.374,514.866,178.267,0.636,0.878,0.624,19.647,0.883,0.366
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,34,3252,1952,49.853,1.351,49.07,2277,178.731,0.574,0.752,325,0.865,25.8,11.5,2554.115,66.272,34.054,33.136,9.584,0.289,621.341,206.652,0.6,0.858,0.566,21.878,0.857,0.281
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,35,5005,2472.5,56.108,1.085,67.93,3177,210.592,0.453,0.761,704.5,0.804,30,13.7,3930.918,73.682,37.811,36.857,10.918,0.296,787.021,261.865,0.494,0.91,0.58,27.734,0.778,0.289
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,36,2126,1374.5,41.834,1.517,37.43,1546,148.81,0.667,0.737,171.5,0.925,21.1,9.3,1669.756,56.798,29.026,28.399,9.997,0.352,437.517,160.953,0.647,0.834,0.542,18.848,0.889,0.344
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,37,2400,1474.5,43.329,1.333,42.43,1719,155.352,0.586,0.766,244.5,0.874,22.8,9.8,1884.956,56.569,28.851,28.338,7.459,0.264,469.348,177.782,0.614,0.874,0.587,21.435,0.858,0.259
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,38,3094,1675.5,46.188,1.322,48.38,2047,172.537,0.527,0.722,371.5,0.863,26.5,10.1,2430.022,63.953,33.53,32.119,5.84,0.183,533.328,199.924,0.542,0.859,0.522,23.855,0.819,0.174
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,39,2298,1324,41.058,1.101,45.7,1511,143.523,0.627,0.816,187,0.881,20.6,9.9,1804.845,50.289,25.28,25.145,9.591,0.381,421.442,162.853,0.576,0.908,0.667,20.031,0.876,0.379
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,40,2265,1316.5,40.942,1.062,46.19,1519.5,143.081,0.617,0.835,203,0.874,20.6,9.6,1778.927,49.041,24.934,24.563,9.074,0.37,419.055,163.782,0.581,0.929,0.697,20.376,0.866,0.364
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,41,4704,2519,56.633,1.34,59.24,3119.5,211.463,0.489,0.713,600.5,0.832,32.3,12.9,3694.513,79.404,40.628,39.702,11.106,0.28,801.823,254.309,0.536,0.848,0.509,25.674,0.808,0.273
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,42,3682,2005.5,50.532,1.591,48.11,2477.5,193.19,0.504,0.66,472,0.864,30.6,10,2891.836,76.538,38.759,38.269,8.313,0.217,638.37,223.723,0.545,0.803,0.436,24.957,0.809,0.214
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,43,4551,2459.5,55.96,1.402,56.97,3046,211.289,0.494,0.701,586.5,0.844,33,11.9,3574.347,79.881,40.375,39.941,8.786,0.22,782.883,250.208,0.54,0.842,0.491,25.454,0.807,0.218
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,44,2980,1763,47.378,1.426,45.71,2115,176.534,0.553,0.727,352,0.882,25.8,10.6,2340.487,65.192,32.792,32.692,9.053,0.278,561.18,200.167,0.592,0.862,0.528,22.726,0.834,0.276
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,45,4666,2478,56.17,1.458,56.56,3070,214.874,0.486,0.681,592,0.849,33.1,11.4,3664.668,82.492,42.455,41.246,9.106,0.221,788.772,253.137,0.531,0.829,0.464,25.859,0.807,0.214
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,46,2690,1496.5,43.651,1.339,44.82,1803,160.74,0.556,0.727,306.5,0.874,24.4,9.5,2112.721,60.017,30.206,30.008,8.746,0.291,476.351,183.924,0.556,0.853,0.529,22.605,0.83,0.29
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,47,3681,1878,48.899,1.265,53.93,2279.5,180.347,0.478,0.716,401.5,0.812,27,11,2891.051,68.25,34.841,34.125,10.389,0.304,597.786,222.167,0.51,0.841,0.513,26.282,0.824,0.298
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,48,3540,1878,48.899,1.596,47.1,2367.5,190.142,0.478,0.651,489.5,0.855,30.7,9.9,2780.31,75.166,38.165,37.583,6.877,0.183,597.786,222.309,0.531,0.805,0.423,26.316,0.793,0.18
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,49,4314,2558.5,57.075,1.414,55.24,3042.5,210.039,0.552,0.731,484,0.87,30.6,12.6,3388.208,78.102,40.393,39.229,9.992,0.256,814.396,241.38,0.593,0.856,0.534,22.773,0.841,0.247
Panicum,miliace,3_2,Bcn-2,PI 170593,1,3,5,9,18,50,4297,2259.5,53.637,1.24,58.86,2781,198.808,0.491,0.735,521.5,0.826,29.7,11.9,3374.856,73,37.037,36.502,11.906,0.326,719.221,240.551,0.526,0.867,0.54,25.61,0.812,0.321
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,1,3819,1988.5,50.317,1.113,58.58,2354,182.565,0.601,0.772,365.5,0.895,24.7,12.5,2999.436,65.192,32.874,32.596,13.452,0.413,632.959,203.924,0.521,0.891,0.596,20.913,0.845,0.409
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,2,3370,1697,46.483,1.15,54.14,2122,172.378,0.481,0.747,425,0.818,25.8,11.2,2646.792,62.241,32.07,31.129,8.235,0.265,540.172,210.652,0.504,0.882,0.558,26.149,0.8,0.257
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,3,3723,1849,48.52,1.096,58.27,2308.5,180.203,0.542,0.759,459.5,0.871,25.7,12,2924.037,63.891,33.109,31.945,10.668,0.334,588.555,206.995,0.497,0.898,0.577,23.173,0.801,0.322
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,4,2703,1413.5,42.423,1.101,49.54,1729.5,155.977,0.525,0.778,316,0.848,23.5,10.1,2122.931,54.562,27.459,27.281,8.886,0.326,449.931,183.924,0.523,0.91,0.605,23.932,0.817,0.324
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,5,2790,1402,42.25,1.299,46.34,1715.5,160.13,0.542,0.702,313.5,0.888,24.3,10.3,2191.261,60.208,31.28,30.104,6.774,0.225,446.27,180.368,0.503,0.847,0.492,23.204,0.817,0.217
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,6,2631,1438,42.789,1.168,47.45,1706,154.924,0.563,0.772,268,0.865,22.8,10.5,2066.383,55.444,28.079,27.722,9.456,0.341,457.73,179.196,0.547,0.889,0.596,22.33,0.843,0.337
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,7,3037,1647,45.793,1.149,51.41,1968.5,166.615,0.505,0.775,321.5,0.823,25.6,9.9,2385.254,59.076,29.616,29.538,5.295,0.179,524.256,202.51,0.542,0.898,0.601,24.9,0.837,0.179
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,8,2946,1438.5,42.797,1.063,52.63,1854,161.206,0.481,0.765,415.5,0.831,24,10,2313.783,55.973,28.321,27.987,7.084,0.253,457.889,193.924,0.488,0.917,0.585,26.143,0.776,0.25
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,9,2865,1439,42.804,1.091,51.25,1808,159.515,0.468,0.766,369,0.812,22.3,10.8,2250.166,55.902,28.031,27.993,9.233,0.33,458.048,196.51,0.502,0.908,0.586,26.835,0.796,0.329
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,10,2434,1368.5,41.742,1.239,44.32,1636,151.033,0.579,0.76,267.5,0.877,22.6,9.1,1911.659,54.918,27.528,27.459,7.952,0.29,435.607,172.267,0.562,0.875,0.578,21.685,0.836,0.289
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,11,2094,1176.5,38.704,1.385,38.89,1434,143.469,0.515,0.719,257.5,0.847,22,8.2,1644.624,53.852,28.121,26.926,6.641,0.247,374.492,169.439,0.562,0.848,0.517,24.402,0.82,0.236
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,12,2543,1409,42.356,1.3,44.23,1648.5,153.453,0.579,0.737,239.5,0.878,22.7,10.1,1997.268,57.489,28.835,28.747,9.761,0.34,448.499,174.853,0.554,0.85,0.543,21.699,0.855,0.339
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,13,2166,1040,36.389,1.139,43.6,1337.5,137.728,0.476,0.732,297.5,0.831,20.9,8.6,1701.172,49.679,24.985,24.839,5.205,0.21,331.042,165.681,0.48,0.882,0.537,26.394,0.778,0.208
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,14,2377,1319.5,40.988,1.344,42.06,1602.5,153.844,0.51,0.725,283,0.853,23.4,9.4,1866.891,56.515,28.314,28.258,6.272,0.222,420.01,180.267,0.555,0.866,0.526,24.628,0.823,0.222
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,15,2834,1394.5,42.137,1.198,48.65,1748.5,158.335,0.505,0.723,354,0.85,24.2,9.6,2225.818,58.258,29.746,29.129,6.374,0.219,443.883,186.267,0.492,0.865,0.523,24.88,0.798,0.214
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,16,2080,1183,38.81,1.274,40.41,1317,138.214,0.635,0.754,134,0.903,20.4,9,1633.628,51.478,26.418,25.763,9.406,0.365,376.561,153.054,0.569,0.855,0.568,19.802,0.898,0.356
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,17,2627,1357,41.567,1.206,46.67,1706.5,155.976,0.488,0.738,349.5,0.835,24.4,9.3,2063.241,56.294,29.087,28.147,4.093,0.145,431.947,186.853,0.517,0.882,0.545,25.729,0.795,0.141
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,18,2719,1484,43.468,1.095,49.83,1734.5,154.958,0.584,0.797,250.5,0.867,22.5,10.7,2135.498,54.562,27.959,27.29,10.033,0.368,472.372,178.711,0.546,0.904,0.635,21.521,0.856,0.359
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,19,2334,1488,43.527,1.222,43.7,1665,152.21,0.676,0.815,177,0.915,20.4,10.2,1833.119,53.413,27.055,26.895,10.969,0.411,473.645,166.368,0.638,0.907,0.664,18.601,0.894,0.405
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,20,2088,1257,40.006,1.303,40.04,1458.5,143.595,0.555,0.767,201.5,0.851,21.8,8.9,1639.911,52.154,26.545,26.083,5.766,0.221,400.116,168.711,0.602,0.876,0.588,22.644,0.862,0.217
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,21,1462,854,32.975,1.084,36.72,985,115.979,0.578,0.828,131,0.851,17,7.8,1148.252,39.812,20.793,20.315,6.477,0.325,271.837,136.225,0.584,0.927,0.686,21.73,0.867,0.312
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,22,2934,1557,44.525,1.147,50.59,1849,160.376,0.533,0.768,292,0.837,23.7,10.1,2304.358,58,29.801,29,8.969,0.309,495.608,191.681,0.531,0.88,0.589,23.598,0.842,0.301
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,23,2098,1413.5,42.423,1.263,40.76,1601,146.977,0.669,0.824,187.5,0.902,19.7,10.3,1647.765,51.478,25.834,25.782,10.201,0.396,449.931,162.953,0.674,0.909,0.679,18.786,0.883,0.395
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,24,2094,1100.5,37.433,1.165,42.39,1307.5,135.184,0.556,0.758,207,0.857,18.8,9.8,1644.624,49.396,25.615,24.698,11.462,0.464,350.3,157.782,0.526,0.871,0.574,22.622,0.842,0.447
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,25,2799,1553,44.467,1.186,48.57,1803.5,158.144,0.564,0.772,250.5,0.85,23.2,9.7,2198.329,57.628,28.883,28.814,8.617,0.299,494.335,186.024,0.555,0.874,0.595,22.283,0.861,0.298
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,26,2496,1373.5,41.819,1.053,48.69,1592.5,147.639,0.607,0.816,219,0.876,20.3,10.7,1960.354,51.264,25.936,25.725,11.287,0.44,437.199,168.61,0.55,0.917,0.665,20.698,0.862,0.435
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,27,2716,1433.5,42.722,1.145,48.71,1708.5,154.069,0.528,0.766,275,0.834,21,10.8,2133.141,55.758,28.723,27.879,10.217,0.366,456.297,184.752,0.528,0.88,0.587,23.811,0.839,0.356
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,28,1826,1025.5,36.135,1.19,39.17,1213.5,129.561,0.537,0.775,188,0.836,20.1,7.7,1434.137,46.615,23.733,23.372,6.719,0.288,326.427,154.953,0.562,0.885,0.601,23.413,0.845,0.283
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,29,2360,1362.5,41.651,1.155,45.21,1558,146.145,0.636,0.798,195.5,0.89,20,9.9,1853.54,52.202,26.234,26.101,10.929,0.419,433.697,164.125,0.577,0.891,0.637,19.77,0.875,0.417
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,30,2755,1473,43.307,1.081,50.49,1779.5,156.003,0.542,0.794,306.5,0.844,22.6,10.4,2163.772,54.562,27.734,27.283,8.326,0.305,468.87,184.853,0.535,0.91,0.63,23.198,0.828,0.3
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,31,3079,1695.5,46.463,1.127,52.28,1962.5,164.714,0.592,0.789,267,0.868,23.4,11.2,2418.241,58.898,30.354,29.449,9.112,0.309,539.694,189.782,0.551,0.89,0.622,21.243,0.864,0.3
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,32,2850,1450,42.967,1.102,50.85,1809.5,158.589,0.462,0.767,359.5,0.798,24.8,9.9,2238.385,56.045,28.026,28.022,7.362,0.263,461.549,198.652,0.509,0.901,0.588,27.216,0.801,0.263
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,33,2191,1130,37.931,1.131,44.02,1378,140.265,0.533,0.762,248,0.859,21.1,9.2,1720.807,49.769,25.321,24.885,7.567,0.304,359.69,163.196,0.516,0.897,0.581,23.569,0.82,0.299
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,34,2220,1269.5,40.204,1.48,38.73,1532,148.849,0.543,0.701,262.5,0.868,23.1,9.1,1743.584,57.315,29.258,28.657,8.21,0.286,404.094,171.439,0.572,0.827,0.492,23.152,0.829,0.281
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,35,2840,1410,42.371,1.152,49.65,1739.5,159.279,0.489,0.741,329.5,0.837,24.9,9.5,2230.531,57.201,29.646,28.644,6.745,0.236,448.817,190.368,0.496,0.886,0.549,25.702,0.811,0.228
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,36,2286,1174,38.662,1.15,44.59,1435.5,143.472,0.544,0.754,261.5,0.871,21.9,8.9,1795.42,51.264,26.615,25.64,8.079,0.315,373.696,164.711,0.514,0.891,0.569,23.109,0.818,0.304
Panicum,miliace,3_3,Bcn-2,PI 170593,1,3,5,10,19,37,2758,1387.5,42.031,1.325,45.63,1767.5,160.519,0.447,0.695,380,0.812,26.9,9.1,2166.128,60.44,30.916,30.224,5.862,0.194,441.655,197.581,0.503,0.845,0.484,28.136,0.785,0.19
