@relation skull-measurements

@ATTRIBUTE Sex   {M,F}
@ATTRIBUTE Population  STRING
@ATTRIBUTE GOL   NUMERIC
@ATTRIBUTE BBH   NUMERIC
@ATTRIBUTE ZYB   NUMERIC
@ATTRIBUTE AUB   NUMERIC
@ATTRIBUTE NLH   NUMERIC
@ATTRIBUTE OBH   NUMERIC
@ATTRIBUTE OBB   NUMERIC
@ATTRIBUTE NLB   NUMERIC
@ATTRIBUTE MDH   NUMERIC
@ATTRIBUTE OCC   NUMERIC
  
@DATA
M,ATAYAL,174,129,132,122,53,35,39,25,26,96
M,ATAYAL,179,135,129,121,50,33,39,28,26,93
M,ATAYAL,181,133,135,121,50,33,40,23,29,102
M,ATAYAL,176,136,124,112,47,31,37,27,23,98
M,ATAYAL,176,135,132,123,51,36,37,25,25,93
M,ATAYAL,179,135,140,131,53,36,41,27,24,102
M,ATAYAL,170,133,139,128,51,33,39,26,30,90
M,ATAYAL,180,134,128,117,51,32,37,25,24,90
M,ATAYAL,175,134,129,118,46,33,37,27,29,101
M,ATAYAL,175,135,136,127,51,34,37,28,27,94
M,ATAYAL,181,129,145,133,52,36,40,25,30,90
M,ATAYAL,190,142,143,131,52,33,41,30,29,95
M,ATAYAL,187,133,129,117,49,33,37,25,24,98
M,ATAYAL,180,133,136,126,53,33,39,30,27,93
M,ATAYAL,172,125,134,123,50,35,39,26,26,87
M,ATAYAL,177,140,135,128,51,34,39,26,25,89
M,ATAYAL,181,138,130,123,50,33,37,28,29,97
M,ATAYAL,180,130,130,121,52,34,37,23,28,91
F,ATAYAL,165,130,122,113,42,31,37,25,19,88
F,ATAYAL,161,129,126,119,46,35,38,24,25,91
F,ATAYAL,165,126,122,117,47,32,36,23,22,88
F,ATAYAL,172,135,126,115,49,32,39,26,23,92
F,ATAYAL,168,131,120,113,42,33,38,27,20,89
F,ATAYAL,162,126,124,115,47,32,36,27,21,92
F,ATAYAL,168,124,124,116,47,33,37,25,22,80
F,ATAYAL,166,128,121,113,49,35,35,26,24,91
F,ATAYAL,163,121,122,114,51,33,37,26,25,91
F,ATAYAL,170,127,118,109,48,32,37,26,23,98
F,ATAYAL,167,125,121,113,44,32,36,23,22,97
F,ATAYAL,170,141,128,120,46,31,40,26,27,93
F,ATAYAL,173,135,125,117,43,30,37,27,27,87
F,ATAYAL,166,128,126,115,50,34,37,25,24,95
F,ATAYAL,170,126,127,124,47,34,36,28,31,95
F,ATAYAL,172,129,130,124,50,36,39,26,26,90
F,ATAYAL,180,139,131,127,51,33,38,29,23,96
M,GUAM,188,148,140,129,54,36,41,29,30,99
M,GUAM,180,146,146,133,55,35,44,25,26,99
M,GUAM,178,134,134,127,52,33,39,25,32,92
M,GUAM,180,145,139,129,57,35,39,27,33,95
M,GUAM,192,142,143,128,55,35,42,27,30,96
M,GUAM,192,144,144,130,53,34,42,31,28,97
M,GUAM,187,146,145,137,56,37,41,27,26,105
M,GUAM,168,147,146,133,51,36,42,27,27,93
M,GUAM,191,150,141,132,52,33,39,29,34,106
M,GUAM,183,144,142,131,59,36,43,28,34,99
M,GUAM,180,149,140,126,50,34,39,27,34,103
M,GUAM,193,138,140,127,52,35,41,30,31,105
M,GUAM,194,146,142,129,52,37,41,29,34,106
M,GUAM,183,138,136,122,50,33,41,27,30,100
M,GUAM,187,140,135,125,52,34,38,27,30,101
M,GUAM,184,140,139,123,52,35,41,28,32,102
M,GUAM,192,144,146,132,54,36,41,28,32,109
M,GUAM,185,141,139,129,55,37,43,27,30,101
M,GUAM,185,144,143,133,54,34,40,27,29,99
M,GUAM,189,144,136,127,54,35,42,27,33,108
M,GUAM,187,146,144,132,56,36,42,25,30,100
M,GUAM,196,147,141,129,57,35,41,28,25,96
M,GUAM,176,140,147,135,57,34,43,28,31,89
M,GUAM,181,139,143,126,52,35,42,28,28,95
M,GUAM,182,140,147,134,53,37,43,26,28,92
M,GUAM,180,148,150,137,54,36,43,32,31,103
M,GUAM,193,145,150,132,58,38,43,29,31,99
M,GUAM,184,143,146,131,60,37,43,26,34,101
F,GUAM,174,138,134,129,50,34,38,30,27,92
F,GUAM,182,142,136,129,49,34,39,29,28,96
F,GUAM,178,140,133,126,49,34,38,27,28,105
F,GUAM,174,136,129,119,50,33,40,29,28,92
F,GUAM,176,140,129,121,50,35,40,25,25,108
F,GUAM,181,136,127,116,52,36,38,24,26,103
F,GUAM,170,140,133,125,54,36,42,28,28,104
F,GUAM,167,137,129,118,48,33,40,24,22,86
F,GUAM,174,130,131,122,53,35,41,24,28,92
F,GUAM,177,134,129,119,47,34,40,27,25,102
F,GUAM,174,131,130,119,51,34,40,26,25,99
F,GUAM,188,149,140,130,51,35,40,27,32,107
F,GUAM,173,137,134,123,50,36,39,27,29,90
F,GUAM,176,132,129,120,49,33,39,25,28,106
F,GUAM,178,135,134,118,54,35,40,28,24,98
F,GUAM,171,133,128,119,57,36,39,23,25,94
F,GUAM,174,130,128,122,50,34,40,27,28,90
F,GUAM,179,137,133,128,52,34,41,26,26,98
F,GUAM,180,141,142,128,56,38,40,30,33,93
F,GUAM,175,135,128,120,51,35,41,26,32,97
F,GUAM,170,138,134,120,51,36,39,26,25,90
F,GUAM,174,138,133,122,52,35,42,27,25,92
F,GUAM,173,141,135,127,50,36,40,26,30,98
F,GUAM,172,135,129,119,53,34,40,27,24,92
F,GUAM,177,141,132,123,54,36,40,27,23,103
F,GUAM,177,137,134,125,47,34,40,25,27,97
F,GUAM,168,133,132,124,48,33,37,26,30,93
M,EASTERI,194,141,138,124,55,36,41,28,31,101
M,EASTERI,201,150,138,125,55,36,42,31,32,105
M,EASTERI,188,142,137,121,50,33,39,28,29,90
M,EASTERI,190,139,133,119,50,32,40,27,32,90
M,EASTERI,194,145,143,130,57,36,41,30,33,94
M,EASTERI,181,140,135,123,51,32,38,27,30,94
M,EASTERI,189,142,137,120,56,35,40,27,30,102
M,EASTERI,187,142,132,118,53,34,38,27,31,98
M,EASTERI,191,141,138,126,51,35,40,29,30,98
M,EASTERI,199,141,140,128,51,34,42,27,29,105
M,EASTERI,191,141,130,120,52,36,39,29,23,95
M,EASTERI,180,142,141,131,53,31,40,27,28,99
M,EASTERI,201,150,131,120,57,37,40,31,28,112
M,EASTERI,183,141,139,125,54,33,39,30,31,91
M,EASTERI,196,146,143,130,54,35,41,30,28,103
M,EASTERI,191,144,130,120,52,33,39,26,28,101
M,EASTERI,202,144,140,132,56,36,40,26,24,106
M,EASTERI,195,150,136,125,53,33,39,27,28,100
M,EASTERI,188,143,133,120,53,32,41,30,34,100
F,EASTERI,172,133,123,113,47,31,37,25,18,106
M,EASTERI,203,146,141,127,52,35,40,32,33,99
M,EASTERI,189,140,133,125,53,36,39,28,27,100
M,EASTERI,187,143,137,119,53,34,41,28,24,95
M,EASTERI,190,150,141,128,53,36,41,28,34,107
M,EASTERI,184,144,139,128,52,33,40,28,28,112
M,EASTERI,191,141,131,120,49,37,40,26,23,96
M,EASTERI,192,147,138,121,55,35,41,29,34,102
M,EASTERI,192,150,136,127,53,34,40,30,32,102
M,EASTERI,190,136,135,123,51,33,40,25,29,94
M,EASTERI,187,148,139,124,56,35,41,29,29,98
M,EASTERI,189,145,137,120,51,35,38,27,30,95
M,EASTERI,194,141,139,129,57,34,40,28,38,95
M,EASTERI,192,147,141,127,59,36,42,30,33,100
M,EASTERI,187,145,132,120,51,33,38,26,29,94
M,EASTERI,196,144,140,126,55,34,39,28,34,102
M,EASTERI,191,143,129,118,55,34,37,30,35,104
M,EASTERI,183,138,135,120,58,33,38,31,29,93
M,EASTERI,189,144,136,125,52,33,41,29,35,111
M,EASTERI,199,144,131,117,51,31,37,31,28,103
M,EASTERI,198,145,136,124,54,31,40,30,31,101
M,EASTERI,189,145,135,121,52,36,39,27,26,103
M,EASTERI,193,145,143,122,60,37,41,30,32,99
M,EASTERI,195,147,136,124,58,34,39,27,22,98
F,EASTERI,186,145,131,118,50,34,41,28,24,99
F,EASTERI,180,139,125,116,50,32,40,27,23,95
F,EASTERI,183,137,126,120,50,33,39,27,23,97
F,EASTERI,180,140,132,121,50,32,40,27,24,96
F,EASTERI,175,131,118,110,47,33,38,26,21,89
F,EASTERI,185,140,127,121,49,33,39,30,29,101
F,EASTERI,185,140,130,116,50,35,39,28,25,92
F,EASTERI,188,135,122,116,46,33,38,27,27,102
F,EASTERI,176,137,126,114,48,35,38,30,24,95
F,EASTERI,180,140,123,116,48,34,36,23,25,102
F,EASTERI,183,137,126,116,42,30,36,26,20,98
F,EASTERI,172,132,128,119,50,36,38,27,25,96
F,EASTERI,187,138,132,121,49,35,39,26,25,100
F,EASTERI,177,137,126,118,51,31,37,30,24,94
F,EASTERI,184,142,123,116,48,33,37,27,30,104
F,EASTERI,183,137,130,117,48,35,38,27,24,101
F,EASTERI,169,123,121,112,47,34,36,26,24,94
F,EASTERI,186,138,118,108,50,33,35,24,20,94
F,EASTERI,180,137,124,116,47,33,38,30,25,94
F,EASTERI,180,135,129,114,46,34,38,27,21,97
F,EASTERI,184,137,126,114,48,34,40,29,27,92
F,EASTERI,192,138,127,116,55,37,38,25,26,103
F,EASTERI,181,134,123,110,50,35,37,27,23,90
F,EASTERI,172,131,126,117,55,34,38,27,25,91
F,EASTERI,183,142,124,118,51,35,39,27,24,99
F,EASTERI,183,134,125,120,49,32,37,24,22,93
F,EASTERI,180,145,126,120,53,31,38,27,28,109
F,EASTERI,180,136,117,106,48,32,38,24,25,93
F,EASTERI,176,141,126,114,50,35,37,26,25,100
F,EASTERI,179,136,123,117,51,32,39,26,24,89
F,EASTERI,180,140,126,115,54,34,37,28,24,89
F,EASTERI,187,137,131,121,49,34,37,25,27,96
F,EASTERI,174,132,120,110,44,33,37,26,21,93
F,EASTERI,183,137,128,117,48,34,39,25,30,99
F,EASTERI,176,134,128,117,49,33,38,28,25,88
M,MORIORI,188,125,133,122,54,37,41,25,31,101
M,MORIORI,188,132,136,128,61,39,42,27,31,99
M,MORIORI,198,135,140,129,59,39,42,26,31,101
M,MORIORI,186,127,134,124,57,36,42,25,32,102
M,MORIORI,183,139,139,132,53,36,40,26,37,108
M,MORIORI,184,132,144,128,56,36,43,28,32,98
M,MORIORI,183,130,136,124,55,36,42,29,29,95
M,MORIORI,194,139,140,132,58,37,42,29,33,103
M,MORIORI,190,135,143,133,54,35,43,28,30,104
M,MORIORI,182,133,133,120,52,34,40,28,31,104
M,MORIORI,181,133,145,133,53,35,44,26,29,106
M,MORIORI,187,129,143,131,59,36,43,27,32,102
M,MORIORI,185,134,144,135,59,39,45,27,37,100
M,MORIORI,181,134,128,121,56,36,37,26,32,101
M,MORIORI,187,137,141,128,55,35,41,26,30,100
M,MORIORI,182,130,138,127,57,38,40,26,31,104
M,MORIORI,187,139,138,129,58,37,41,26,35,102
M,MORIORI,190,141,137,132,59,37,42,30,35,108
M,MORIORI,190,141,143,130,57,36,42,29,32,99
M,MORIORI,191,137,136,132,60,37,42,25,31,107
M,MORIORI,183,135,137,128,52,38,41,24,31,106
M,MORIORI,196,135,140,128,53,37,44,27,37,103
M,MORIORI,193,142,139,129,58,38,43,24,28,105
M,MORIORI,184,133,144,128,52,37,43,30,32,103
M,MORIORI,183,138,138,129,56,39,43,27,31,108
M,MORIORI,188,139,129,120,56,36,42,27,32,103
M,MORIORI,187,138,136,123,56,38,42,26,35,99
M,MORIORI,194,133,133,123,51,35,41,26,32,108
M,MORIORI,195,139,139,128,51,36,41,26,28,109
M,MORIORI,197,132,145,134,60,35,43,28,34,102
M,MORIORI,197,145,140,130,54,35,41,28,29,106
M,MORIORI,197,142,141,128,59,39,45,29,31,101
M,MORIORI,190,128,137,132,58,36,43,29,33,92
M,MORIORI,183,134,141,128,53,37,42,28,32,97
M,MORIORI,181,136,138,126,54,35,41,23,31,104
M,MORIORI,198,132,143,135,57,38,42,30,29,101
M,MORIORI,190,138,143,130,60,37,43,28,34,99
M,MORIORI,186,133,134,126,53,35,37,25,34,101
M,MORIORI,183,136,142,131,49,35,40,26,29,106
M,MORIORI,186,137,150,138,55,36,44,26,34,101
M,MORIORI,188,131,145,131,55,35,40,28,34,104
M,MORIORI,191,146,139,127,56,36,40,26,35,106
M,MORIORI,192,137,140,124,55,38,43,29,34,105
M,MORIORI,182,132,144,131,58,38,42,28,34,101
M,MORIORI,185,140,143,129,54,36,43,28,37,104
M,MORIORI,199,139,153,135,58,40,45,29,34,106
M,MORIORI,187,134,142,132,55,36,43,27,37,100
M,MORIORI,184,138,134,123,54,36,40,27,30,104
M,MORIORI,182,135,134,121,46,33,39,28,29,101
M,MORIORI,199,140,143,128,59,39,43,30,29,98
M,MORIORI,182,138,136,127,58,39,40,27,35,96
M,MORIORI,186,142,146,137,56,36,43,26,32,103
M,MORIORI,185,140,141,128,57,37,42,28,34,100
M,MORIORI,193,138,138,126,56,36,42,25,34,108
F,MORIORI,174,127,127,120,49,34,41,24,26,92
F,MORIORI,185,142,128,123,53,36,39,25,28,103
F,MORIORI,175,131,133,124,54,37,39,25,25,97
F,MORIORI,184,135,137,127,59,38,41,28,30,98
F,MORIORI,177,130,131,125,50,37,42,28,24,97
F,MORIORI,184,132,133,121,53,34,41,30,27,99
F,MORIORI,185,139,140,135,53,37,41,25,27,103
F,MORIORI,179,129,130,117,51,35,40,29,28,95
F,MORIORI,184,136,133,127,51,33,40,27,30,99
F,MORIORI,178,129,134,127,54,38,41,26,26,96
F,MORIORI,169,130,124,114,52,37,40,23,27,95
F,MORIORI,179,129,126,120,49,33,38,27,26,103
F,MORIORI,173,125,128,117,53,35,40,25,23,99
F,MORIORI,176,135,135,126,53,33,42,26,26,101
F,MORIORI,184,135,126,121,55,37,42,26,25,99
F,MORIORI,171,130,127,120,54,37,38,23,29,97
F,MORIORI,173,139,135,133,55,36,40,24,31,99
F,MORIORI,178,132,139,130,54,37,42,26,21,92
F,MORIORI,172,131,138,124,51,35,41,26,28,97
F,MORIORI,177,131,133,126,58,35,40,26,31,92
F,MORIORI,178,133,133,125,52,36,39,26,29,94
F,MORIORI,182,133,134,121,52,37,39,23,30,101
F,MORIORI,178,131,127,120,51,34,40,25,29,99
F,MORIORI,181,128,132,123,55,37,41,27,29,97
F,MORIORI,178,137,133,125,51,36,40,27,26,98
F,MORIORI,176,124,125,118,53,38,41,24,26,97
F,MORIORI,177,134,134,126,54,37,40,27,28,102
F,MORIORI,177,128,131,123,51,33,38,25,26,97
F,MORIORI,171,123,128,118,54,37,42,26,25,90
F,MORIORI,176,133,128,116,49,36,40,27,28,98
F,MORIORI,186,132,135,125,54,36,42,24,28,101
F,MORIORI,178,125,124,118,47,33,40,26,28,99
F,MORIORI,180,132,130,126,55,36,42,26,27,103
F,MORIORI,186,137,131,121,49,33,38,30,28,104
M,MORIORI,193,134,142,132,62,40,43,27,33,102
F,MORIORI,175,135,127,120,54,36,40,22,24,106
F,MORIORI,171,122,124,117,47,37,38,24,24,96
F,MORIORI,177,130,129,115,52,35,41,23,27,96
F,MORIORI,184,139,134,123,55,36,38,31,24,102
F,MORIORI,168,129,134,121,54,35,41,23,30,94
F,MORIORI,171,128,132,122,51,35,40,27,28,96
F,MORIORI,173,131,133,124,52,37,41,27,28,99
F,MORIORI,188,140,138,132,55,37,42,29,31,107
F,MORIORI,177,129,134,127,53,36,40,24,29,95
F,MORIORI,183,133,123,115,51,36,40,23,30,101
F,MORIORI,180,134,132,122,51,36,40,24,26,96
F,MORIORI,179,134,130,122,55,39,42,26,27,100
F,MORIORI,182,129,129,121,54,34,40,24,24,98
F,MORIORI,187,133,130,126,54,37,40,25,26,100
F,MORIORI,175,131,124,116,50,36,39,23,26,100
F,MORIORI,178,130,134,127,56,35,41,24,25,101
F,MORIORI,176,129,124,121,51,35,40,25,30,97
M,EASTERI,200,145,139,126,51,34,39,29,30,95
M,SANTACR,179,124,139,125,54,37,42,26,33,102
M,SANTACR,176,122,135,124,47,35,41,22,30,92
M,SANTACR,171,128,135,122,50,36,39,26,31,93
M,SANTACR,182,137,134,124,51,33,38,22,32,103
M,SANTACR,176,127,129,121,48,35,39,23,28,94
M,SANTACR,174,122,128,122,47,35,38,23,28,90
M,SANTACR,183,129,140,127,52,37,42,27,28,93
M,SANTACR,181,129,138,131,52,34,39,25,30,99
M,SANTACR,183,131,140,128,52,33,43,26,26,104
M,SANTACR,177,130,138,126,55,39,42,24,27,93
M,SANTACR,181,127,135,121,49,36,40,24,26,97
M,SANTACR,177,133,143,134,49,33,37,26,26,98
M,SANTACR,183,127,138,124,52,37,40,23,25,99
M,SANTACR,186,129,135,127,51,36,40,26,25,100
M,SANTACR,181,122,133,123,49,32,39,23,31,98
M,SANTACR,180,125,138,127,53,37,40,26,29,93
M,SANTACR,183,117,128,118,46,34,39,27,28,107
M,SANTACR,181,129,141,130,52,35,42,24,34,90
M,SANTACR,176,131,132,124,51,34,40,24,32,97
M,SANTACR,176,127,129,118,48,36,40,24,28,103
M,SANTACR,182,125,136,122,49,34,41,26,27,101
M,SANTACR,180,131,132,125,49,34,38,26,25,94
M,SANTACR,175,123,129,119,45,33,39,24,25,105
M,SANTACR,179,130,141,130,52,34,39,25,31,98
M,SANTACR,182,134,142,132,50,36,44,28,29,99
M,SANTACR,177,134,137,123,52,35,40,25,28,100
M,SANTACR,175,123,136,122,48,30,39,27,31,92
M,SANTACR,183,133,142,129,53,36,40,26,30,97
M,SANTACR,180,128,140,128,47,33,39,25,28,93
M,SANTACR,174,130,128,119,47,32,40,24,21,99
M,SANTACR,192,127,136,127,51,35,42,23,33,98
M,SANTACR,176,139,139,130,48,34,40,22,29,109
M,SANTACR,178,138,149,137,51,36,41,22,30,93
M,SANTACR,179,125,139,129,50,36,40,22,26,92
M,SANTACR,181,135,137,128,54,36,40,23,28,103
M,SANTACR,182,135,147,135,53,37,42,27,29,103
M,SANTACR,178,129,138,126,52,34,42,24,33,103
M,SANTACR,176,133,139,127,52,38,42,22,33,87
M,SANTACR,191,130,139,130,50,37,41,26,29,95
M,SANTACR,170,127,131,123,48,33,39,24,28,89
M,SANTACR,181,125,134,124,49,32,41,26,26,94
M,SANTACR,176,127,133,122,55,36,38,24,30,95
M,SANTACR,185,133,143,131,53,36,41,25,35,98
M,SANTACR,175,128,133,126,49,38,40,24,26,106
M,SANTACR,185,133,142,130,54,35,40,28,32,100
M,SANTACR,179,131,141,129,54,38,41,26,33,102
M,SANTACR,177,126,137,132,51,36,41,26,27,96
F,SANTACR,170,120,123,117,47,32,36,23,25,92
F,SANTACR,176,134,131,123,51,35,42,22,28,101
F,SANTACR,160,122,123,115,44,33,40,22,28,87
F,SANTACR,169,123,123,118,46,33,39,21,24,98
F,SANTACR,167,125,128,119,48,36,39,24,28,93
F,SANTACR,178,129,129,124,47,35,38,24,18,97
F,SANTACR,177,124,122,120,41,31,37,25,24,96
F,SANTACR,171,122,128,122,49,36,40,22,26,104
F,SANTACR,170,121,120,114,45,34,37,23,22,92
F,SANTACR,163,116,120,112,43,34,38,22,21,85
F,SANTACR,168,117,120,112,46,34,38,22,25,100
F,SANTACR,174,121,128,121,46,35,38,22,22,98
F,SANTACR,180,120,125,121,45,35,38,24,25,96
F,SANTACR,184,126,128,120,50,34,36,22,29,98
F,SANTACR,180,128,127,118,48,36,39,22,24,98
F,SANTACR,168,121,121,112,44,32,36,24,26,101
F,SANTACR,181,129,121,115,48,35,37,25,29,104
F,SANTACR,172,123,133,126,48,33,39,23,26,91
F,SANTACR,175,125,125,119,47,33,39,23,26,90
F,SANTACR,175,124,131,122,48,35,40,22,28,99
F,SANTACR,172,123,126,119,47,33,38,24,25,98
F,SANTACR,166,123,125,116,42,34,37,24,27,86
F,SANTACR,174,126,130,121,48,36,42,24,26,97
F,SANTACR,171,125,131,125,48,35,38,21,25,96
F,SANTACR,176,125,126,120,45,34,37,26,24,90
F,SANTACR,173,123,133,125,48,37,39,24,24,96
F,SANTACR,173,118,128,121,49,35,39,24,18,97
F,SANTACR,167,124,129,121,46,36,37,22,22,98
F,SANTACR,172,125,128,117,48,35,40,24,24,95
F,SANTACR,166,127,127,120,48,34,39,24,27,90
F,SANTACR,178,125,128,120,44,35,37,25,26,88
F,SANTACR,178,122,120,114,43,30,36,22,26,103
F,SANTACR,168,124,126,118,50,34,37,23,21,91
F,SANTACR,173,130,132,120,46,33,37,20,26,94
F,SANTACR,173,124,129,124,47,36,41,24,26,97
F,SANTACR,174,124,132,128,47,35,37,24,21,92
F,SANTACR,169,125,126,119,48,33,39,24,27,95
F,SANTACR,165,126,126,117,48,33,38,25,26,88
F,SANTACR,177,122,130,122,49,34,38,25,25,94
F,SANTACR,173,126,131,121,48,37,39,24,25,97
F,SANTACR,171,123,123,117,47,32,39,25,26,93
F,SANTACR,178,124,132,127,48,35,38,28,25,104
F,SANTACR,172,129,130,122,46,36,40,28,28,96
F,SANTACR,171,122,129,118,48,37,39,24,25,99
F,SANTACR,171,124,125,119,44,33,38,24,26,96
F,SANTACR,176,122,125,117,47,31,39,25,21,100
F,SANTACR,164,121,125,119,46,35,35,23,24,87
F,SANTACR,168,127,122,114,45,33,37,25,26,94
F,SANTACR,179,125,129,122,47,36,39,24,30,99
F,SANTACR,165,119,125,116,47,35,38,26,29,99
F,SANTACR,170,128,125,117,47,35,39,23,27,88
M,ANDAMAN,180,132,127,117,48,33,39,29,29,92
M,ANDAMAN,167,137,122,113,40,33,37,27,30,99
M,ANDAMAN,167,127,120,108,44,32,38,23,23,93
M,ANDAMAN,170,138,128,114,51,35,37,24,23,100
M,ANDAMAN,173,135,126,116,46,32,38,23,26,92
M,ANDAMAN,168,125,124,108,51,32,36,24,24,92
M,ANDAMAN,170,133,123,109,48,31,36,24,24,91
M,ANDAMAN,163,126,121,113,51,35,38,27,20,93
F,ANDAMAN,159,123,117,110,46,33,35,25,20,89
F,ANDAMAN,163,123,119,105,42,32,36,26,18,89
F,ANDAMAN,159,125,117,106,45,32,38,24,19,89
F,ANDAMAN,156,123,113,102,43,31,36,24,21,88
F,ANDAMAN,160,121,117,112,42,32,35,24,24,90
F,ANDAMAN,172,118,114,106,46,33,37,26,22,89
