@relation chemical_pottery

@ATTRIBUTE group  {1,2,3,4,5,6,7}
@ATTRIBUTE Formula   STRING
@ATTRIBUTE Na2O   NUMERIC
@ATTRIBUTE MgO   NUMERIC
@ATTRIBUTE Al2O3   NUMERIC
@ATTRIBUTE SiO2   NUMERIC
@ATTRIBUTE Cl   NUMERIC
@ATTRIBUTE K2O   NUMERIC
@ATTRIBUTE TiO2   NUMERIC
@ATTRIBUTE Cr2O3   NUMERIC
@ATTRIBUTE MnO   NUMERIC
@ATTRIBUTE Fe2O3   NUMERIC
@ATTRIBUTE NiO   NUMERIC
@ATTRIBUTE CuO   NUMERIC
@ATTRIBUTE ZnO   NUMERIC
@ATTRIBUTE Rb2O   NUMERIC
@ATTRIBUTE SrO   NUMERIC
@ATTRIBUTE Y2O3   NUMERIC
@ATTRIBUTE ZrO2   NUMERIC
@ATTRIBUTE Nb2O5   NUMERIC
@ATTRIBUTE BaO   NUMERIC

@DATA
2,"1016",0.472,2.23,14.1,65.2,0.0855,5.2,1.24,0.066,0.057,8.35,0.0136,0,0.0234,0.0353,0.0191,0.0035,0.0701,0.0034,0.0306
2,"1017",0.51,2.02,12.6,67.8,0.0765,4.91,0.954,0.0207,0.0379,7.81,0.004,0.0042,0.0137,0.0318,0.0154,0.0025,0.0648,0.0022,0.0043
2,"1018",0.538,2.18,12.8,68.7,0.0923,4.88,1.26,0.0442,0.0471,7.77,0.0104,0.0141,0.0216,0.0333,0.0179,0.0053,0.0831,0.0025,0.0185
2,"1107",0.717,1.73,12.4,65.6,0.42,5.55,1.27,0.0831,0.0384,10.1,0.0049,0.0137,0.0304,0.0396,0.0225,0.005,0.0644,0.0035,0.0283
2,"1110",0.714,1.74,12.7,65.9,0.347,5.36,1.27,0.0265,0.0324,10.1,0,0,0,0.0373,0.0208,0.0044,0.0658,0.0038,0.006
2,"1111",0.479,1.57,12.7,64.9,0.109,5.35,1.22,0.047,0.0457,11.4,0.0053,0.0147,0.0309,0.0384,0.0209,0.0046,0.0601,0.0034,0.0272
2,"1112",0.673,2.03,12.9,65.6,0.766,5.76,1.35,0.0359,0.0263,8.53,0.0051,0.0124,0.0291,0.0412,0.024,0.0078,0.0681,0.0051,0.021
2,"1114",0.472,1.98,13.4,64.6,0.137,5.41,1.31,0.0613,0.046,10,0.0149,0.0223,0.038,0.0384,0.0215,0.0038,0.0603,0.0028,0.0311
2,"1119",0.629,1.89,12.4,66.4,0.292,5.25,1.28,0.0315,0.037,9.19,0,0.0101,0.0231,0.0347,0.0193,0.0048,0.0713,0.0042,0.0152
2,"1121",0.501,1.82,13.5,65.1,0.255,5.15,1.25,0.0629,0.0427,9.96,0.0166,0.0243,0.0364,0.0354,0.0194,0.0039,0.0594,0.0024,0.0245
2,"1122",0.199,1.81,12.7,66.4,0.0927,5.29,1.24,0.0659,0.0403,10.2,0,0,0,0.0379,0.022,0.007,0.0625,0.0042,0.0246
2,"1124",0.558,1.61,12.3,66.6,0.0746,5.56,1.23,0.0347,0.0474,10.2,0,0.0115,0.0277,0.0389,0.0218,0.0071,0.0692,0.0056,0.0332
2,"1125",0.64,1.49,12.4,66.7,0.106,5.51,1.16,0.0339,0.0333,9.62,0.0063,0.0128,0.0282,0.0379,0.0208,0.0032,0.0591,0.0032,0.0015
2,"1126",0.662,1.69,13.5,65,0.0887,5.44,1.31,0.0625,0.0454,9.79,0.0175,0.0258,0.0399,0.0398,0.022,0.0035,0.0696,0.003,0.0236
2,"1127",0.775,1.26,11.2,72.2,0.0919,4.21,1.18,0.0315,0.0247,7.59,0.0082,0.0095,0.0146,0.038,0.0141,0.0047,0.0994,0.0043,0
2,"1128",0.651,1.74,13.9,64.9,0.0964,5.53,1.28,0.0633,0.0316,9.18,0.0176,0.0257,0.04,0.0394,0.0231,0.0018,0.0625,0.0035,0.014
2,"1131",0.698,1.41,14.9,67.2,0.253,5.2,1.78,0.0256,0.0394,6.64,0,0,0.0157,0.042,0.0221,0.0129,0.0735,0.007,0.0214
2,"1108b",0.423,1.92,11.9,65.6,0.0922,5.09,1.4,0.0531,0.0518,10,0.0053,0.0053,0.0224,0.0418,0.0241,0.0083,0.0821,0.0051,0.0223
2,"1109b",0.795,1.97,12.7,66.7,0.63,4.34,1.4,0.0509,0.0325,6.83,0.0113,0.014,0.0224,0.0293,0.0166,0.0048,0.0908,0.0027,0.0206
2,"1113b",0.784,1.9,12.2,62.5,2.03,5.47,1.26,0.0492,0.0389,9.91,0.0062,0.0145,0.0307,0.0404,0.0481,0.0042,0.0622,0.0043,0.0055
2,"1115b",0.47,1.77,12.2,65.8,0.108,5.56,1.31,0.0298,0.041,10.8,0,0,0,0.0424,0.0242,0.0066,0.0635,0.0042,0.0062
2,"1118b",0.611,1.71,12.6,67.2,0.454,5.21,1.11,0.0229,0.04,9.45,0,0,0,0.0347,0.0186,0.0055,0.0682,0.0029,0.0124
2,"1120b",0.735,1.9,12.8,65.1,0.71,5.58,1.25,0.0352,0.0436,9.47,0.0062,0.0134,0.0278,0.0362,0.023,0.0043,0.0638,0.0033,0.0218
2,"1123b",0.67,1.72,10.9,63.4,0.155,4.04,1.42,0.0547,0.0374,7.06,0.0154,0.018,0.0265,0.0291,0.025,0.0043,0.0909,0.0041,0
2,"1129b",0.579,1.67,10.5,68,0.146,5.31,1.28,0.0268,0.0408,10.5,0,0,0,0.0377,0.0188,0.0058,0.0603,0.0028,0
2,"1130b",0.825,1.56,10.9,67,0.474,6.12,1.25,0.0292,0.0393,9.22,0.0082,0.0128,0.028,0.0428,0.0221,0.0032,0.0577,0.003,0
2,"1018cr",0.976,1.52,11.5,71.5,0.0611,4.77,1.08,0.0236,0.0424,7.06,0.0053,0.0067,0.0145,0.032,0.0171,0.0049,0.0874,0.003,0
2,"1017cr",0.909,1.24,12.2,67,0.064,4.93,0.876,0.051,0.0443,6.97,0.0152,0.0166,0.0217,0.0351,0.0191,0,0.0659,0,0
2,"1016cr",0.676,1.58,11.9,67.6,0.0585,5.19,1.07,0,0.0508,7.93,0,0,0,0.0377,0.0216,0.0055,0.0868,0.0041,0.0032
2,"1013cr",0.844,1.57,9.79,56.1,0.0751,4.37,1.01,0.0458,0.0432,6.1,0,0.0092,0.0172,0.0337,0.0362,0.0046,0.071,0.0007,0.0299
2,"1012cr",1.05,1.16,10.8,73.4,0.0787,5.11,0.889,0.021,0.0399,5.58,0.0065,0.0062,0.0123,0.0323,0.0168,0.0016,0.0651,0.0018,0
2,"1002cr",0.438,0.954,10.7,75.4,0.0715,4.55,1.19,0.0305,0.0276,5.66,0.008,0.0088,0.022,0.0319,0.012,0.0053,0.0798,0.0031,0.0036
3,"2001",0.319,1.14,14.3,68.7,0.102,4.83,1.59,0.037,0.0351,7.9,0.0055,0.0097,0.0171,0.0386,0.0116,0.006,0.0924,0.0042,0
3,"2002",0.434,1.19,13.6,68.6,0.119,4.43,1.38,0.0273,0.0316,8.89,0.0046,0.009,0.0184,0.0403,0.0124,0.0082,0.0901,0.0046,0.0123
3,"2003",0.419,1.16,14,72.4,0.104,4.82,1.55,0.0254,0.0351,4.58,0.0065,0.0091,0.0174,0.0413,0.0095,0.0083,0.104,0.0041,0
3,"2006",0.216,1.03,14.5,65.8,0.0869,4.87,1.48,0.0407,0.041,11.1,0.0065,0.0109,0.0246,0.0463,0.009,0.0075,0.0962,0.005,0.0177
3,"2007",0.487,0.937,11.2,75.2,0.211,4.92,0.718,0.0268,0.0339,5.65,0.0056,0.0096,0.0136,0.044,0.006,0.004,0.0537,0.0026,0.0183
3,"2109",0.368,1.94,10.5,58.5,0.309,4.51,1.41,0.0206,0.0354,8.55,0.0029,0.0061,0.0176,0.0333,0.0359,0.0069,0.0837,0.0043,0
3,"2110",0.458,1.91,14,64.9,0.163,4.9,1.48,0.058,0.0487,9.92,0.0116,0.0152,0.0301,0.0376,0.016,0.006,0.0415,0.0045,0.0298
3,"2111",0.493,1.74,12.4,65.5,0.0763,4.78,1.54,0.0396,0.0431,10.3,0.0066,0.0075,0.0286,0.0404,0.0187,0.0061,0.0441,0.0046,0
3,"2112",0.444,1.24,12.9,67,0.212,5.06,1.52,0.0527,0.0523,8.71,0,0,0.0186,0.0451,0.0138,0.0067,0.0692,0.0042,0.0325
3,"2113",0.594,1.5,13,67.2,0.0443,4.73,1.37,0.0511,0.043,8.35,0.011,0.0136,0.0255,0.0364,0.0207,0.0038,0.0597,0.0035,0
3,"2114",0.507,1.46,9.65,53.3,0.24,4.38,1.18,0.0242,0.0518,8.17,0.0043,0.0073,0.0341,0.0278,0.04,0.0053,0.0579,0.0025,0.0063
3,"2115",0.537,1.67,13.4,62.7,0.201,4.76,1.79,0.0294,0.0631,12,0,0,0.0222,0.0486,0.0443,0.0102,0.0502,0.008,0.0212
3,"2116",0.444,1.54,13.4,65.7,0.0726,5.08,1.62,0.0648,0.0626,10.2,0,0,0.0173,0.0451,0.0194,0.0078,0.0512,0.007,0
3,"2117",0.826,1.4,13.8,64.7,0.0297,4.66,1.71,0.053,0.0628,10.7,0.0112,0.0216,0.0326,0.0435,0.0171,0.0101,0.0457,0.0066,0
3,"2118",0.242,1.47,13.6,66.4,0.0938,4.74,1.57,0,0.0425,9.75,0,0,0,0.0394,0.0144,0,0.0649,0,0
3,"2119",0.353,1.46,13.5,66.5,0.0767,4.55,1.65,0.0139,0.0453,9.61,0.005,0.0056,0.0244,0.0385,0.0146,0.0073,0.0668,0.0043,0
3,"2120",0.576,0,12.8,69.4,0.059,4.45,1.79,0,0.0375,9.02,0,0.0269,0,0.037,0.015,0.0104,0.075,0.0075,0
3,"2121",0.302,0,12.8,68.6,0.0843,4.52,2.01,0.0277,0.0461,9.41,0.0101,0.0138,0.0277,0.0409,0.0183,0.0104,0.0806,0.0082,0
3,"2122",0.882,1.31,12.7,67.5,0.0729,4.41,1.83,0.036,0.0604,9.22,0.0111,0.0105,0.022,0.0393,0.0162,0.0107,0.0864,0.0098,0
3,"2123",0.804,1.15,13.6,67.9,0.107,5.06,1.51,0.0266,0.0412,8.32,0,0,0,0.0408,0.0143,0.008,0.0565,0.0054,0
3,"2124",0.546,1.65,13.2,67.2,0.0872,4.79,1.59,0.0294,0.0497,9.12,0.0029,0.0039,0.0209,0.0381,0.016,0.0072,0.0571,0.0053,0
3,"2125",0,0.742,13.3,67.4,0.0882,5.04,1.81,0.0288,0.0355,9.46,0.0081,0.0096,0.0314,0.039,0.0173,0.0072,0.083,0.005,0
3,"2126",0.855,0.986,13.4,68,0.062,5.05,1.48,0.0444,0.0514,8.67,0.0037,0.001,0.0175,0.0441,0.0121,0.0078,0.0635,0.0049,0
3,"2127",0,1.19,14.2,67.2,0.0754,4.83,1.6,0,0.0372,8.87,0.0048,0.0059,0.0317,0.0439,0.0151,0.0076,0.0471,0.0052,0
3,"2007b r",0.622,0.979,11.3,75.1,0.203,4.8,0.78,0.0259,0.0349,5.48,0.0072,0.0088,0.0139,0.0425,0.006,0.003,0.0493,0.0023,0.0023
3,"2001b r",0.187,1.07,14.1,69.3,0.0883,4.82,1.51,0.0261,0.0318,7.9,0,0,0,0.0376,0.0117,0.0059,0.0911,0.0031,0.015
3,"2006b r",0.248,1.04,14.8,65.5,0.0901,4.89,1.52,0.0498,0.0407,10.9,0.0073,0.0102,0.0225,0.0449,0.0077,0.0047,0.093,0.0045,0
3,"2003b r",0.445,1.16,14.3,72.2,0.106,4.79,1.57,0.029,0.0356,4.45,0.006,0.008,0.0157,0.0395,0.0087,0.0063,0.103,0.0036,0
3,"2002b r",0.473,1.29,13.2,68.6,0.125,4.46,1.43,0.0351,0.035,8.92,0.0083,0.0096,0.0206,0.0414,0.0125,0.0072,0.0908,0.0045,0.0066
3,"2002n",0.734,1.06,11.8,71.4,0.0633,4.35,1.43,0.0306,0.0404,7.7,0.0076,0.0095,0.0188,0.0439,0.0137,0.0079,0.093,0.0054,0
3,"2006cr",0.304,0.864,13.8,68.9,0.0578,4.78,1.53,0.0481,0.0458,8.76,0.0092,0.0068,0.0208,0.0462,0.0085,0.005,0.0927,0.0049,0
3,"2003cr",0.693,0.949,12.4,74.4,0.0669,4.4,1.43,0.0298,0.0363,4.56,0.0072,0.0093,0.0182,0.0411,0.01,0.008,0.104,0.0044,0
3,"2001cr",0.475,1.02,12.7,70.6,0.0627,4.57,1.49,0.0448,0.0377,7.85,0.0101,0.0121,0.0207,0.0407,0.0128,0.007,0.099,0.0044,0
4,"31002Aa",0.38,2.72,7.03,34.7,0.0355,2.58,0.924,0.018,0.0382,7.01,0,0.0073,0.0115,0.0184,0.09,0.0041,0.0312,0,0
4,"31002Bb",0.532,4.95,11,52.9,0.0996,4.48,1.23,0.0361,0.0506,10.7,0,0,0.0275,0.0327,0.063,0.0053,0.0449,0.0045,0.0347
4,"31003Aa",0.607,3.18,9.77,58,0.167,3.59,1.36,0.025,0.0359,7.08,0.0031,0.0067,0.0172,0.0241,0.0357,0.0051,0.0843,0.0043,0.0056
4,"31003Ba",0.467,3.14,9.23,50.5,0.0822,3.22,1.37,0.0381,0.0446,7.65,0,0.0135,0.0227,0.0222,0.0561,0.0037,0.0505,0.001,0
4,"31004Bb",0.384,3.67,9.28,45,0.233,4.37,1.16,0.0371,0.0472,10.2,0.007,0.0108,0.0242,0.034,0.0764,0.0047,0.0349,0.0034,0.0189
4,"32005Ab",0.383,2.52,7.57,31.1,0.0229,2.96,0.858,0.0176,0.0352,7.63,0,0.0096,0.0139,0.0202,0.0639,0.0018,0.02,0,0
4,"32006Aa",0.653,2.52,7.39,39.3,0.1,2.83,1.3,0.0494,0.0458,7.69,0,0.0189,0.0253,0.0237,0.0685,0.0054,0.075,0.0022,0.0298
4,"32006Ba",0.93,3.59,10.1,52.7,0.752,3.88,1.27,0.0377,0.0394,8.8,0.0077,0.0094,0.0279,0.0265,0.0561,0.0036,0.0437,0.0016,0.0709
4,"33007a",0.303,2.61,8.36,43.6,0.275,3.05,1.22,0.0616,0.0471,7.58,0,0.0201,0.0266,0.0222,0.0506,0,0.0474,0,0.0406
4,"33008b",0.401,2.88,8.96,40.5,0.341,4,1.14,0.0272,0.0369,8.59,0,0.0086,0.0207,0.0277,0.0537,0.0014,0.027,0.0007,0.0318
4,"34009Aa",0.608,2.89,9.87,49.7,0.083,3.42,1.51,0.053,0.0509,7.79,0,0.0174,0.025,0.0264,0.0516,0.0039,0.0938,0.0018,0.057
4,"34009Ba",0.696,2.55,9.16,50.6,0.143,3.46,1.29,0.0286,0.0503,5.41,0.0048,0.0108,0.0163,0.0275,0.0553,0.0033,0.0763,0.0014,0.0632
4,"34010Ab",0.826,3.75,10.7,49.1,0.0816,4.7,1.27,0.0368,0.0445,11,0.0029,0.0059,0.0559,0.0345,0.0713,0.0049,0.039,0.0043,0.0255
4,"34010Bb",0.65,3.71,10.7,50.1,0.174,4.6,1.29,0.0375,0.0554,10.2,0.0052,0.0096,0.0264,0.0324,0.0512,0.0035,0.0358,0.0033,0.0165
4,"34011a",0.566,3.9,10.2,51.6,0.167,4.26,1.46,0.0357,0.0476,8.16,0,0.0145,0.0219,0.0339,0.0432,0.0062,0.052,0.0045,0
4,"34012Ab",0.488,4.11,11.4,51.4,0.0925,5.23,1.33,0.0387,0.0438,11.1,0.0053,0.0085,0.0297,0.0377,0.0446,0.003,0.0342,0.0028,0
4,"34012Bb",0.463,3.96,11,50,0.235,5.11,1.22,0.031,0.0391,11.6,0.0041,0.0109,0.027,0.0377,0.0383,0.004,0.0356,0.004,0
4,"34014Ab",0.403,3.18,9.42,44.6,0.0771,4.22,1.12,0.0226,0.0403,9.25,0,0.0083,0.0212,0.0299,0.0475,0.0035,0.0299,0.002,0.0038
4,"34014Bb",0.329,2.67,8.35,37.4,0.0519,3.52,1.07,0.0202,0.043,7.91,0,0.009,0.0148,0.021,0.0442,0.0009,0.0206,0,0.0148
4,"35013a",0.421,3.44,10.6,52.7,0.0491,4.35,1.25,0.0389,0.0452,8.55,0.0039,0.0123,0.0219,0.0271,0.0653,0.0022,0.0362,0.0018,0.0299
4,"35015a",0.488,2.68,8.19,45.8,0.0958,2.99,1.21,0.022,0.0492,5.86,0,0.0075,0.0173,0.0216,0.0426,0.0048,0.0634,0.0019,0.0051
4,"36016a",0.677,2.96,9.36,52.4,0.129,3.41,1.33,0.0194,0.0414,7.92,0,0.0076,0.0167,0.0242,0.0437,0.0057,0.0881,0.0042,0.0405
4,"36017b",0.554,4.22,9.8,50.7,0.0889,4.02,1.24,0.0372,0.0483,10.1,0.0072,0.0111,0.0245,0.0305,0.0568,0,0.0463,0,0
4,"3x101",0.489,3.82,11.3,52.3,0.0443,5.15,1.28,0.0365,0.0424,11.2,0.0049,0.0057,0.0278,0.0377,0.054,0.0052,0.0409,0.0036,0.0754
4,"3x102",0.645,4.09,11.1,52,0.0479,4.68,1.32,0.0302,0.0439,11.3,0,0,0.0237,0.036,0.0509,0.0042,0.0431,0.004,0.0509
4,"3x103",0.547,4.19,11,51.7,0.0745,5.22,1.26,0.0344,0.046,10.7,0.0073,0.0094,0.0281,0.0354,0.0464,0.0047,0.0413,0.0039,0.0507
4,"3x104",0.694,4.12,11.8,51,0.22,5.1,1.26,0.0481,0.0499,10.6,0.0162,0.0217,0.0403,0.0345,0.0495,0.003,0.0372,0.002,0.0324
4,"3x105",0.48,3.68,11.4,50.3,0.0999,5.2,1.32,0.0759,0.0501,10.7,0.0127,0.0178,0.0335,0.0348,0.0684,0.0025,0.036,0.0019,0.0609
4,"3x106",0.488,3.95,11.5,52,0.131,5.54,1.32,0.0376,0.0498,11.3,0.005,0.0084,0.0281,0.0391,0.0433,0.005,0.0383,0.0036,0.0385
4,"3x107",0.46,3.82,11.1,50.9,0.0883,5.36,1.31,0.0408,0.0471,11,0.0068,0.0117,0.0295,0.0344,0.076,0.002,0.0324,0.0013,0.0338
4,"3x108",0.412,3.68,11.4,51.8,0.0816,5.41,1.38,0.0389,0.0449,10.6,0.0043,0.009,0.0272,0.0371,0.108,0.0056,0.0468,0.0052,0.0428
4,"3x109",0.537,3.71,11.4,51.8,0.0914,5.31,1.3,0.0622,0.0509,10.2,0.0139,0.0177,0.0344,0.0332,0.0731,0.0025,0.04,0.0016,0.0455
4,"360016acr",0.819,3.44,9.61,51.4,0.0513,3.2,1.29,0.0612,0.0513,7.58,0.0172,0.0222,0.0286,0.0259,0.0441,0.005,0.095,0.0017,0.0409
4,"35014Abcr",0.454,3.54,10.5,48.6,0.0289,4.61,1.19,0.0254,0.0493,10.8,0.003,0.0063,0.0233,0.0367,0.052,0.0054,0.035,0.0031,0.0061
4,"32006Aacr",0.697,2.49,8.62,49.5,0.0757,2.9,1.25,0.0431,0.0456,8.28,0.0078,0.014,0.0232,0.0257,0.0508,0.0049,0.08,0.0022,0
4,"32005Abcr",0.367,2.42,6.67,32.9,0.0096,2.97,0.816,0.0118,0.0374,8.11,0,0.0072,0.0151,0.0216,0.0559,0.0033,0.0247,0.001,0.0273
4,"31002Bbcr",0.483,5.25,11.3,53.4,0.0353,4.57,1.21,0.0488,0.0522,11.3,0.0052,0.0067,0.0226,0.0336,0.0563,0.0042,0.0414,0.0041,0.0204
5,4001,0.332,1.17,12.7,72.9,0.106,4.9,1.46,0.0283,0.0134,5.36,0.0016,0.0056,0.0169,0.0278,0.0117,0.0045,0.107,0.0034,0
5,4002,0.359,1.72,14.2,65.9,0.115,5.47,1.59,0.0455,0.0335,9.84,0,0,0,0.0332,0.016,0.0059,0.08,0.0057,0
5,4003,0,2.14,10.4,48.1,0.0493,4.07,1.11,0.0397,0.0686,10.2,0,0.0047,0.0156,0.0322,0.046,0.0039,0.0297,0.0021,0.0035
5,4005,0.367,1.75,12.7,63.7,0.0924,4.83,1.65,0.0299,0.0365,9.1,0.0042,0.0047,0.0183,0.0327,0.0242,0.005,0.0936,0.0042,0
5,4006,0.38,1.55,14.2,66.8,0.0955,5.31,1.63,0,0.0285,8.9,0,0,0.024,0.0366,0.0185,0.0088,0.11,0,0
5,4007,0.374,2.35,7.81,39.9,0.0496,2.97,1.08,0.0077,0.0384,6.35,0,0.0042,0.0122,0.0212,0.128,0.004,0.0379,0.0013,0
5,4008,0.578,1.28,10,62.8,0.0728,3.98,0.768,0.0123,0.0658,5.48,0,0.0053,0.0087,0.0244,0.0234,0,0.0348,0,0.0094
5,4009,0.311,1.55,9.31,52.4,0.109,3.09,1.09,0.0187,0.0489,8.45,0,0.0063,0.0117,0.0221,0.035,0.0039,0.0777,0.0015,0
5,4010,0.362,1.84,11.6,60.2,0.097,4.1,1.56,0.0287,0.024,7.85,0.0043,0.0066,0.016,0.0286,0.0307,0.0048,0.0915,0.0034,0
5,4011,0.256,1.94,13.3,54.9,0.0806,4.08,1.73,0.054,0.0439,5.92,0,0.0113,0.0255,0.0309,0.0458,0.0042,0.0875,0.0031,0
5,4012,0.248,1.86,11.9,52.7,0.0822,3.78,1.38,0.0622,0.0872,11,0.0159,0.0181,0.031,0.0273,0.0441,0.0065,0.0718,0,0
5,4013,0.262,2.11,9.88,50,0.0837,3.71,1.35,0.0262,0.0667,9.48,0.0063,0.0055,0.0182,0.0277,0.0583,0.0051,0.0582,0.0023,0
5,4014,0.149,1.75,9.97,48.5,0.0275,3.38,1.35,0.0573,0.0349,5.14,0,0.0164,0.0216,0.024,0.0683,0.0033,0.0451,0,0
5,4015,0.262,1.75,7.9,45.1,0.064,2.66,1.13,0,0.0725,5.86,0,0.0048,0.0117,0.0189,0.0374,0.0042,0.0631,0.002,0
5,4016,0.47,1.57,12.4,70.9,0.073,3.95,1.39,0,0.0411,7.12,0,0,0,0.0249,0.014,0,0.141,0,0
5,4101,0.398,1.42,12.2,61.5,0.079,4.53,1.35,0.0486,0.0345,8.5,0.0114,0.0133,0.0289,0.0349,0.0233,0.0059,0.0813,0.0041,0.0305
5,4102,0.4,1.21,13.7,66.2,0.0757,4.26,1.46,0.06,0.0421,8.95,0.0167,0.0209,0.0338,0.032,0.0119,0.0044,0.1,0.0013,0.0014
5,4103,0.422,1.65,11.8,60.8,0.0817,4.48,1.37,0.0472,0.0341,7.65,0.0113,0.0131,0.0253,0.0327,0.0272,0.0061,0.0765,0.0044,0.0199
5,4104,0.426,1.72,12.5,59,0.042,4.48,1.48,0.0571,0.0534,8.84,0.0148,0.0118,0.0273,0.0333,0.0396,0.004,0.0702,0.0029,0.0406
5,4105,0.357,1.53,13.3,60.2,0.0617,4.77,1.53,0.0511,0.0431,9.32,0.0135,0.0152,0.0268,0.0365,0.0276,0.0072,0.0881,0.005,0.027
5,4106,0.576,1.6,10.8,58.3,0.0286,4.09,1.26,0.0166,0.0387,8.3,0,0,0.0154,0.032,0.0424,0.0063,0.0812,0.0033,0.0106
5,4107,0.405,2.59,9.77,49.3,0.0852,4.11,1.37,0.0222,0.0544,8.39,0.0051,0.009,0.0227,0.0285,0.0481,0.0062,0.0711,0.0039,0
5,4108,0.229,1.02,9.92,53.5,0.0491,4.12,1.34,0,0.0229,7.49,0,0.0053,0.0208,0.0313,0.0366,0.0034,0.0745,0.0041,0
5,4109,0.492,1.36,13.3,64.4,0.0591,5.17,1.68,0.0451,0.123,10.3,0.0067,0.0065,0.025,0.0406,0.0212,0.0073,0.103,0.0049,0.0001
5,4110,0.462,1.6,14.7,65.8,0.0583,5.03,1.49,0.0552,0.0531,9.22,0.0157,0.0182,0.0315,0.0315,0.0132,0.005,0.0823,0.0027,0.0228
5,4111,1.01,2.33,10.2,52.7,0.123,4.78,1.37,0.0259,0.106,8.91,0.0079,0.0074,0.0193,0.0408,0.047,0.0139,0.139,0.0153,0.0873
5,4112,0.348,3.09,7.81,40,0.416,3.54,0.943,0.009,0.0357,6.03,0,0.0034,0.0124,0.0289,0.0662,0.0034,0.0368,0.0015,0
5,4113,0.511,1.8,10.9,51.8,0.106,4.11,1.13,0.0569,0.0566,8.01,0.0191,0.0203,0.028,0.0308,0.039,0,0.0451,0,0
5,4114,0.564,1.58,11.7,58.2,0.0933,4.51,1.43,0.0273,0.0389,8.83,0.0067,0.0089,0.021,0.0318,0.0371,0.0065,0.0893,0.0046,0.01
5,4115,0.76,1.38,11.8,58.2,0.0526,4.61,1.39,0.0238,0.0307,8.68,0,0,0.0144,0.0325,0.0433,0.0059,0.0823,0.0037,0
5,4116,0.49,1.48,12.8,62.9,0.0671,4.68,1.6,0.0596,0.0447,9.01,0.015,0.0168,0.0307,0.0326,0.0239,0.0044,0.0942,0.0038,0.015
5,4117,0.275,1.46,13.5,65.1,0.0367,4.67,1.5,0.0504,0.042,8.84,0.0153,0.0173,0.0311,0.033,0.0243,0.0057,0.087,0.0036,0.0175
5,4118,0.609,1.53,13.6,66.8,0.0521,4.97,1.64,0.0473,0.0369,9.36,0.0124,0.0121,0.0273,0.0344,0.0202,0.0062,0.0872,0.0043,0
5,4119,0.299,2.07,10.3,54,0.0463,3.97,1.28,0.0244,0.048,7.11,0.003,0.0048,0.0188,0.0297,0.049,0.0055,0.0591,0.0039,0
5,"4004A",0.254,2.3,10.6,52.1,0.0357,3.98,1.28,0.0249,0.0453,7.08,0.0027,0.006,0.0174,0.0276,0.0512,0.0053,0.0569,0.0049,0
5,"4004B",0.313,2.3,10.4,49.1,0.0275,3.66,1.36,0.0562,0.0389,5.57,0,0.0101,0.0242,0.0259,0.0693,0.0035,0.0463,0.0017,0.0089
6,"5121r",0.386,3.8,11.5,54.5,0.0918,4.34,1.3,0.0585,0.0601,8.69,0.0136,0.0127,0.031,0.0278,0.0344,0.0027,0.0519,0.0018,0.0494
6,"5120r",0.368,3.14,11.8,54.8,0.0602,4.48,1.33,0.0436,0.0531,9.25,0.005,0.0128,0.0212,0.0339,0.0378,0.0032,0.065,0.0037,0.0351
6,"5119r",0.194,3.23,12.5,55.2,0.048,5.15,1.48,0.0548,0.0663,11.1,0,0,0.0183,0.042,0.0398,0.0077,0.0716,0.0066,0.0428
6,"5118r",0.417,3.87,11.1,55.6,0.0753,3.62,1.21,0.0573,0.0586,8.97,0.0157,0.0208,0.0347,0.0263,0.0375,0,0.0436,0,0.0198
6,"5117r",0.511,3.75,11.8,54,0.076,4.33,1.37,0.0707,0.0579,8.86,0.0163,0.0205,0.0322,0.0321,0.0333,0.0005,0.0574,0.002,0.043
6,"5116r",0.634,7.99,11.3,52.9,0.54,3.77,1.35,0.0471,0.0479,7.72,0.012,0.0143,0.0221,0.0265,0.0325,0.0038,0.0828,0.0029,0
6,"5115r",0.522,6.84,11.9,53.1,0.24,3.68,1.29,0.0645,0.0502,8.12,0.0168,0.0203,0.0268,0.0267,0.0234,0.0038,0.0887,0.0031,0.0127
6,"5114r",1.13,5.35,11.5,50.6,0.516,4.71,1.3,0.0271,0.052,9.73,0,0.0076,0.0232,0.0337,0.0435,0.0044,0.0502,0.0017,0.0613
6,"5113r",0.543,7.11,11.5,53.7,0.162,3.79,1.33,0.032,0.043,8.38,0,0,0.0157,0.0299,0.0259,0.0062,0.0937,0.0051,0
6,"5112r",1.19,7.22,9.87,51.2,2.51,4.34,1.24,0.0261,0.0445,7.71,0.0068,0.0097,0.0202,0.0273,0.0311,0.0046,0.0738,0.0033,0.0049
6,"5111r",0.323,5.56,11.1,54.2,0.0519,4.13,1.31,0.0237,0.0433,9.07,0.0045,0.0102,0.0222,0.0309,0.0383,0.0055,0.0712,0.0039,0.0333
6,"5109r",0.486,6.66,12.6,53.6,0.125,4.07,1.46,0.0509,0.0473,8.4,0.0136,0.0171,0.0272,0.0305,0.032,0.0009,0.0781,0.0035,0
6,"5106r",0.708,3.55,9.79,49.9,0.236,3.3,1.25,0.0221,0.0433,7.81,0.0053,0.0094,0.0196,0.0248,0.0459,0.0029,0.0705,0.0025,0.0142
